1,1.2
2,0.0
3,0.25
4,0.8333333333333334
5,1.2
6,1.0
7,1.1666666666666667
8,0.3333333333333333
9,1.4
10,1.375
11,1.7142857142857142
12,1.2
13,1.2857142857142858
14,1.0
15,1.1428571428571428
16,1.0
17,0.8888888888888888
18,1.4285714285714286
19,1.0
20,0.6666666666666666
21,1.0
22,1.0
23,1.2
24,0.6
25,0.0
26,1.25
27,0.3333333333333333
28,1.5
29,1.0
30,1.625
31,0.8333333333333334
32,1.125
33,1.5714285714285714
34,0.0
35,1.0
36,0.5
37,0.0
38,1.0
39,1.0
40,0.8
41,1.2
42,1.0
43,1.25
44,1.2
45,1.1428571428571428
46,0.75
47,1.2857142857142858
48,1.2
49,1.1428571428571428
50,1.0
51,1.2222222222222223
52,0.3333333333333333
53,1.3333333333333333
54,1.5
55,0.6666666666666666
56,1.2
57,1.2222222222222223
58,0.8888888888888888
59,1.2
60,1.0
61,1.2857142857142858
62,1.0
63,0.25
64,1.2
65,1.7142857142857142
66,1.2857142857142858
67,1.6
68,1.2222222222222223
69,0.8
70,0.75
71,0.0
72,0.8571428571428571
73,0.6666666666666666
74,1.0
75,1.0
76,0.4
77,0.5
78,1.7142857142857142
79,1.2857142857142858
80,1.0
81,1.0
82,1.0
83,1.4285714285714286
84,1.5714285714285714
85,1.1666666666666667
86,1.2857142857142858
87,1.1666666666666667
88,1.1428571428571428
89,1.4
90,0.8333333333333334
91,1.5714285714285714
92,1.125
93,0.875
94,1.0
95,1.0
96,0.75
97,1.0
98,0.5
99,1.8571428571428572
100,0.0
101,0.6666666666666666
102,1.1428571428571428
103,0.0
104,1.0
105,0.4
106,1.25
107,0.8
108,1.2857142857142858
109,1.1
110,1.0
111,1.4
112,1.0
113,1.0
114,0.8571428571428571
115,0.75
116,0.0
117,1.4444444444444444
118,1.0
119,0.6
120,1.4285714285714286
121,1.0
122,1.2
123,1.0
124,1.2
125,1.4285714285714286
126,1.0
127,1.0
128,0.0
129,1.1666666666666667
130,0.0
131,1.4285714285714286
132,0.6666666666666666
133,0.75
134,0.42857142857142855
135,0.25
136,0.0
137,1.4285714285714286
138,1.5
139,1.0
140,0.6
141,0.5
142,0.8333333333333334
143,1.0
144,0.0
145,1.25
146,0.8
147,0.0
148,0.7777777777777778
149,1.0
150,0.0
151,1.375
152,1.7142857142857142
153,1.2
154,0.75
155,1.0
156,0.75
157,1.125
158,1.1111111111111112
159,1.25
160,1.0
161,0.6
162,1.0
163,1.1111111111111112
164,0.6
165,0.6666666666666666
166,1.0
167,0.3333333333333333
168,1.0
169,0.8
170,1.1428571428571428
171,0.8
172,1.1428571428571428
173,1.4285714285714286
174,0.5
175,1.0
176,1.0
177,1.375
178,1.5
179,1.2857142857142858
180,1.2
181,0.8571428571428571
182,0.875
183,0.0
184,1.0
185,1.4285714285714286
186,0.0
187,0.75
188,1.4285714285714286
189,0.5
190,1.0
191,1.4285714285714286
192,0.0
193,1.375
194,0.0
195,1.0
196,0.5714285714285714
197,1.0
198,1.3333333333333333
199,0.75
200,0.6666666666666666
201,1.5
202,1.2222222222222223
203,1.375
204,1.5714285714285714
205,1.0
206,1.1666666666666667
207,0.8333333333333334
208,0.75
209,0.0
210,1.125
211,1.1111111111111112
212,1.2
213,1.4285714285714286
214,0.0
215,0.8333333333333334
216,1.25
217,1.375
218,0.6666666666666666
219,1.1666666666666667
220,0.0
221,1.25
222,0.5
223,1.2857142857142858
224,1.0
225,1.0
226,1.0
227,1.4285714285714286
228,1.1666666666666667
229,0.75
230,1.0
231,1.5
232,1.0
233,0.8
234,1.0
235,0.6666666666666666
236,0.0
237,1.1111111111111112
238,0.75
239,1.0
240,0.6666666666666666
241,1.2857142857142858
242,0.7142857142857143
243,0.8
244,1.0
245,1.0
246,0.3333333333333333
247,1.0
248,1.5
249,0.0
