Wall time,Step,Value
1599963786.3596575,13,285.2212219238281
1599963788.2459106,26,211.12033081054688
1599963789.059726,32,211.07110595703125
1599963791.5300918,48,206.9752655029297
1599963791.831286,50,208.90066528320312
1599963792.306015,53,366.34283447265625
1599963792.6325667,55,206.94564819335938
1599963793.502271,61,363.3231506347656
1599963793.9251149,64,322.83941650390625
1599963796.1407182,79,362.14892578125
1599963796.5534296,82,173.21823120117188
1599963797.229661,87,324.06744384765625
1599963798.3429968,95,317.91375732421875
1599963799.246243,102,321.12652587890625
1599963800.4010842,110,204.45628356933594
1599963800.7851052,113,356.7478332519531
1599963800.900795,114,129.00157165527344
1599963801.807203,121,318.4290771484375
1599963803.578386,134,205.62548828125
1599963805.1451678,147,242.41580200195312
1599963806.5793486,158,123.4009017944336
1599963807.2367222,163,317.2597351074219
1599963807.6526072,166,280.04144287109375
1599963808.8249733,175,319.0498352050781
1599963808.9600074,176,349.99822998046875
1599963810.210749,186,167.19821166992188
1599963810.891957,191,201.98106384277344
1599963811.1831949,193,239.74752807617188
1599963811.291904,194,315.8312683105469
1599963811.8445559,198,204.09249877929688
1599963812.922724,206,275.2994384765625
1599963814.0260851,214,202.8063201904297
1599963814.1598217,215,167.26034545898438
1599963814.864032,220,201.3814697265625
1599963816.3695648,231,385.982177734375
1599963817.0787172,237,272.55755615234375
1599963817.7061284,242,313.4580383300781
1599963818.0993674,245,235.97683715820312
1599963819.8014052,257,346.85748291015625
1599963820.6222885,263,199.449462890625
1599963821.3186336,268,239.4210968017578
1599963822.3086226,275,197.94967651367188
1599963822.8432248,279,418.61395263671875
1599963823.1444194,281,233.86087036132812
1599963825.661878,300,414.1850891113281
1599963826.3480425,305,453.80560302734375
1599963826.4866717,306,195.61257934570312
1599963827.0907845,311,191.72320556640625
1599963827.8106384,316,344.51373291015625
1599963828.0739264,318,379.8885498046875
1599963829.126548,326,233.8074493408203
1599963829.237251,327,231.40443420410156
1599963830.2173028,334,304.6036682128906
1599963830.7159703,338,339.2888488769531
1599963831.8949194,347,338.9190368652344
1599963833.0033717,355,335.1739501953125
1599963835.2498956,371,86.7936019897461
1599963835.794451,375,228.97079467773438
1599963836.6039436,381,479.28216552734375
1599963837.157463,385,52.1492919921875
1599963837.4417038,387,197.1212921142578
1599963843.313702,429,188.750732421875
1599963843.4423583,430,330.95843505859375
1599963843.7157707,432,333.5119934082031
1599963844.5278196,438,294.4542236328125
1599963845.7578795,447,223.35081481933594
1599963846.0371323,449,188.58023071289062
1599963846.1787539,450,222.92352294921875
1599963846.6346583,453,152.819580078125
1599963847.431523,459,295.72564697265625
1599963848.7799158,468,226.2427978515625
1599963849.2287798,471,298.0683898925781
1599963849.3923423,472,223.1285400390625
1599963850.700612,482,220.8446502685547
