,0,1,2
"[1600000.0, 64488000000.0, 70, 9000000, 0.8, 0.6, 342]",0.0,0.0,31.272502891825763
"[-1, -1, -1, -1, -1, -1, -1]",0.0,0.0,0.0
"[2300.0, 78779600.0, 0.5, 8000000, 0.7, 0.7, 342]",1.4564534850298754,-74.20541797974488,0.0
"[15300000.0, 689157900000.0, 400, 7000000, 0.6, 0.6, 342]",0.0,44.41575146725499,2.0443622409757483
"[1600000.0, 64488000000.0, 70, 8000000, 0.6, 0.7, 250]",0.0,14.034923029314381,1.7943256203097664
"[1600000.0, 64488000000.0, 70, 9000000, 0.8, 0.7, 100]",0.0,0.0,19.015916096206258
"[1600000.0, 64488000000.0, 70, 9000000, 0.8, 0.8, 50]",0.0,21.6644536133278,0.9435049338055567
"[1600000.0, 64488000000.0, 70, 9000000, 0.6, 0.8, 342]",-0.05929746325176901,37.19324410442373,0.8961228101178064
"[1600000.0, 87412800000.0, 80, 8000000, 0.6, 0.7, 250]",0.0,21.124520932612988,0.9198064927067473
"[1600000.0, 87412800000.0, 80, 8000000, 0.6, 0.6, 150]",0.0,24.13398890061008,0.0
"[1000.0, 25346000.0, 1, 8000000, 0.6, 0.8, 342]",2.316923924189504,-191.0104927438603,-104.66429625496222
"[1600000.0, 55251200000.0, 70, 8000000, 0.8, 0.8, 50]",0.0,0.9370751693323812,17.860014402583985
"[1600000.0, 64488000000.0, 70, 8000000, 0.8, 0.7, 342]",0.0,3.0852103101639123,38.41228418344308
"[1600000.0, 55251200000.0, 70, 7000000, 0.8, 0.8, 342]",0.0,1.8668257000111659,42.6407786557277
"[2300.0, 78779600.0, 0.5, 7000000, 0.7, 0.8, 250]",1.6074125618355446,-78.11957509450164,-28.094412811463528
"[2300.0, 78779600.0, 0.5, 7000000, 0.8, 0.8, 342]",2.8160530784770557,-40.69793020388241,-85.4122397786104
"[1600000.0, 87412800000.0, 80, 8000000, 0.6, 0.8, 342]",0.0,39.38723692862829,0.0
"[1600000.0, 55251200000.0, 70, 9000000, 0.8, 0.6, 342]",0.0,0.9614367881083942,36.17370296315113
"[2300.0, 78779600.0, 0.5, 9000000, 0.6, 0.8, 200]",1.5095492185509445,-99.22163612545324,-69.96464445616672
"[1600000.0, 55251200000.0, 70, 7000000, 0.7, 0.8, 50]",0.0,0.0,16.81586938112211
"[480000.0, 5008800000.0, 10, 8000000, 0.8, 0.7, 342]",0.20572141287097057,1.932726552093567,26.18276539466495
"[480000.0, 5008800000.0, 10, 8000000, 0.8, 0.8, 150]",0.0,0.0,14.029080229760156
"[1600000.0, 87412800000.0, 80, 8000000, 0.6, 0.7, 150]",0.0,0.0,21.482393095841548
"[2300.0, 78779600.0, 0.5, 7000000, 0.7, 0.7, 250]",1.0371627226160027,-52.352499502805976,-55.92591187871953
"[1600000.0, 55251200000.0, 70, 8000000, 0.6, 0.8, 100]",0.0,0.8992904947993529,12.399877778190127
"[480000.0, 5008800000.0, 10, 8000000, 0.6, 0.8, 342]",0.017373638510993616,21.01962983563478,1.2430893681293513
"[1600000.0, 87412800000.0, 80, 8000000, 0.8, 0.8, 50]",0.0,0.0,16.541641042906946
"[1600000.0, 87412800000.0, 80, 7000000, 0.8, 0.7, 342]",0.0,30.266599318346255,0.0
"[1600000.0, 55251200000.0, 70, 7000000, 0.8, 0.7, 342]",0.0,27.126810473435906,0.9526347044966419
"[1600000.0, 55251200000.0, 70, 9000000, 0.8, 0.7, 100]",0.0,19.07662590480307,1.0033042864303154
"[15300000.0, 689157900000.0, 400, 9000000, 0.6, 0.7, 342]",0.0,40.302930646229356,1.858739041668707
"[2300.0, 78779600.0, 0.5, 7000000, 0.8, 0.7, 200]",1.033257879406757,-42.83156785184519,-22.550931069919812
"[480000.0, 5008800000.0, 10, 8000000, 0.7, 0.8, 150]",0.0,9.616992096203061,0.5653577874574451
"[480000.0, 5008800000.0, 10, 9000000, 0.8, 0.8, 250]",0.0,0.6064047408019043,11.370170941233027
"[1000.0, 25346000.0, 1, 7000000, 0.6, 0.8, 50]",0.0,-223.8789030141827,-118.44976686645003
"[1600000.0, 64488000000.0, 70, 7000000, 0.6, 0.6, 100]",0.0,20.21672471853367,1.8186883472820659
"[1600000.0, 87412800000.0, 80, 7000000, 0.6, 0.8, 250]",0.0,19.080545153881364,0.0
"[1600000.0, 87412800000.0, 80, 9000000, 0.7, 0.6, 50]",0.0,12.14722829271755,1.8723180190493331
"[1600000.0, 87412800000.0, 80, 9000000, 0.8, 0.6, 342]",0.0,32.59140089060137,1.8736321372243825
"[15300000.0, 689157900000.0, 400, 7000000, 0.8, 0.6, 250]",0.0,20.386637982257724,0.0
"[1000.0, 25346000.0, 1, 8000000, 0.7, 0.7, 250]",0.941124412188115,-166.6231584882987,-94.4194877675619
"[1600000.0, 64488000000.0, 70, 7000000, 0.8, 0.6, 150]",0.0,0.0,22.481194352416743
"[1600000.0, 64488000000.0, 70, 9000000, 0.8, 0.8, 342]",0.0,36.30113653917531,0.9306571851219958
"[1600000.0, 64488000000.0, 70, 8000000, 0.6, 0.6, 342]",-0.07371147598009557,32.22243154462967,1.9335429428662119
"[2300.0, 78779600.0, 0.5, 8000000, 0.8, 0.8, 50]",0.0,-22.244034898411588,-47.64284675891089
"[1600000.0, 64488000000.0, 70, 8000000, 0.7, 0.6, 342]",0.0,0.8963250244325595,40.641724279072236
"[15300000.0, 689157900000.0, 400, 9000000, 0.8, 0.6, 200]",0.0,16.004596493129267,0.0
"[1600000.0, 87412800000.0, 80, 9000000, 0.6, 0.7, 250]",0.0,19.210202729948218,1.0932450742594437
"[480000.0, 5008800000.0, 10, 9000000, 0.6, 0.7, 342]",0.003513494894254298,1.453947860260721,13.930398886323195
"[480000.0, 5008800000.0, 10, 9000000, 0.8, 0.7, 50]",0.0,9.905722389854134,0.0
"[480000.0, 5008800000.0, 10, 7000000, 0.7, 0.7, 342]",0.049773954639206724,1.809515130740871,18.536428936815046
"[1600000.0, 87412800000.0, 80, 7000000, 0.8, 0.6, 50]",0.0,17.88678925020143,0.9512294742359074
"[1000.0, 25346000.0, 1, 8000000, 0.7, 0.6, 342]",2.1076251565344144,-313.9415353176092,-168.86274784593112
"[2300.0, 78779600.0, 0.5, 9000000, 0.7, 0.8, 150]",1.500431232555118,-27.28449286071629,-56.83652233488526
"[2300.0, 78779600.0, 0.5, 8000000, 0.8, 0.6, 200]",0.479092033132305,-42.84541008419697,-45.30662537248377
"[15300000.0, 689157900000.0, 400, 8000000, 0.7, 0.6, 342]",0.0,0.0,34.18853791878462
"[1000.0, 25346000.0, 1, 7000000, 0.8, 0.6, 50]",0.0,-141.675365645728,-223.29504074909102
"[1600000.0, 87412800000.0, 80, 9000000, 0.7, 0.8, 342]",0.0,40.024335700976735,0.9654184336883167
"[480000.0, 5008800000.0, 10, 7000000, 0.6, 0.7, 250]",0.0,10.399634478725279,0.0
"[1600000.0, 55251200000.0, 70, 9000000, 0.7, 0.7, 200]",0.0,0.0,12.045954461064277
"[480000.0, 5008800000.0, 10, 7000000, 0.7, 0.8, 342]",0.13208723849243678,17.83292517815369,1.3166037167686095
"[1600000.0, 87412800000.0, 80, 9000000, 0.7, 0.8, 50]",0.0,17.835434773271167,0.9402479101476278
"[1600000.0, 55251200000.0, 70, 8000000, 0.7, 0.6, 342]",-0.03443770267641812,1.8146575928993767,33.46353158445002
"[2300.0, 78779600.0, 0.5, 9000000, 0.8, 0.6, 300]",0.8432365933115279,-20.917019710599185,-66.54513717455879
"[1600000.0, 55251200000.0, 70, 8000000, 0.8, 0.6, 342]",0.0,1.9704315381519737,40.05922696140079
"[1000.0, 25346000.0, 1, 9000000, 0.7, 0.8, 342]",1.5947218776900813,-158.48283409510745,-169.1698720575865
"[15300000.0, 689157900000.0, 400, 9000000, 0.8, 0.7, 300]",0.0,19.30859689553357,0.9569714283567095
"[1000.0, 25346000.0, 1, 8000000, 0.7, 0.8, 342]",1.7388898308608578,-236.61984896815648,-167.3674833486673
"[1600000.0, 87412800000.0, 80, 8000000, 0.8, 0.7, 200]",0.0,22.138274664709837,0.949885364225379
"[1600000.0, 87412800000.0, 80, 7000000, 0.8, 0.6, 250]",0.0,0.0,16.49590515869879
"[1600000.0, 55251200000.0, 70, 8000000, 0.6, 0.7, 100]",0.0,20.40533182587215,0.0
"[1600000.0, 64488000000.0, 70, 7000000, 0.6, 0.7, 50]",0.0,18.618657036372205,0.0
"[1600000.0, 64488000000.0, 70, 8000000, 0.7, 0.7, 342]",0.0,1.797481470239473,40.98762362941152
"[1600000.0, 87412800000.0, 80, 7000000, 0.8, 0.8, 342]",0.0,0.9786315933547447,26.986119839617505
"[15300000.0, 689157900000.0, 400, 7000000, 0.8, 0.8, 342]",0.0,0.0,34.073706776290585
"[1600000.0, 55251200000.0, 70, 8000000, 0.6, 0.7, 150]",0.0,19.21478301983862,0.0
"[15300000.0, 689157900000.0, 400, 8000000, 0.7, 0.7, 342]",0.0,5.823055846363629,29.794008703198106
"[2300.0, 78779600.0, 0.5, 7000000, 0.7, 0.8, 342]",2.9505039110359355,-74.24303168822082,-52.795609230974385
"[1000.0, 25346000.0, 1, 9000000, 0.7, 0.6, 250]",0.8041549366315478,-166.6545614701667,-89.89555416827903
"[1600000.0, 55251200000.0, 70, 7000000, 0.6, 0.8, 50]",0.0,0.0,13.41226303025843
"[1000.0, 25346000.0, 1, 8000000, 0.8, 0.7, 342]",2.4466120177974053,-65.78147353788829,0.0
"[480000.0, 5008800000.0, 10, 8000000, 0.6, 0.7, 300]",0.0,0.0,9.35269571611576
"[480000.0, 5008800000.0, 10, 8000000, 0.6, 0.7, 250]",0.0,9.213676896185222,0.3873532507679167
"[480000.0, 5008800000.0, 10, 9000000, 0.6, 0.8, 300]",0.0,8.325796355920719,0.44219339353793274
"[1000.0, 25346000.0, 1, 7000000, 0.6, 0.6, 100]",0.579365795477155,-220.09807660717968,-225.54528423407822
"[1600000.0, 55251200000.0, 70, 7000000, 0.7, 0.7, 250]",0.0,21.492129631981943,0.0
"[480000.0, 5008800000.0, 10, 7000000, 0.6, 0.7, 342]",0.08109333813136763,13.481030070657406,1.25981372037655
"[1000.0, 25346000.0, 1, 8000000, 0.7, 0.7, 50]",0.0,-89.05696899638049,-186.52092414808828
"[2300.0, 78779600.0, 0.5, 7000000, 0.7, 0.6, 342]",3.0296912271353444,-49.74174815024152,-129.2111158494029
"[1600000.0, 87412800000.0, 80, 8000000, 0.7, 0.6, 200]",0.0,17.691157532676343,0.0
"[480000.0, 5008800000.0, 10, 7000000, 0.8, 0.6, 200]",0.12248623954766304,16.05600293613082,0.5816356362938586
"[480000.0, 5008800000.0, 10, 7000000, 0.6, 0.6, 100]",0.014163469263798325,0.36422766416705415,6.493035652474735
"[1600000.0, 55251200000.0, 70, 9000000, 0.8, 0.6, 50]",0.0,23.454347027489643,0.9397995288241022
"[2300.0, 78779600.0, 0.5, 8000000, 0.8, 0.6, 342]",2.2023747347791827,-20.533914054157613,-62.32077327361287
"[2300.0, 78779600.0, 0.5, 9000000, 0.6, 0.7, 250]",0.6593245771754828,-32.49435275440205,-33.02757187514073
"[15300000.0, 689157900000.0, 400, 9000000, 0.7, 0.7, 50]",0.0,18.168601050818534,0.0
"[480000.0, 5008800000.0, 10, 9000000, 0.7, 0.6, 342]",0.0,17.429685924787712,1.9913185129448094
"[1600000.0, 55251200000.0, 70, 9000000, 0.7, 0.8, 250]",0.0,0.0,15.902717378742794
"[15300000.0, 689157900000.0, 400, 7000000, 0.7, 0.6, 342]",0.0,32.56505727523382,0.0
"[1000.0, 25346000.0, 1, 7000000, 0.8, 0.7, 342]",2.2086976137444645,-195.1993515873782,-207.78025877021378
"[1600000.0, 87412800000.0, 80, 7000000, 0.6, 0.8, 200]",0.0,14.874152798057194,0.0
"[480000.0, 5008800000.0, 10, 8000000, 0.8, 0.6, 150]",0.0,18.079796585937455,0.0
"[2300.0, 78779600.0, 0.5, 7000000, 0.6, 0.8, 250]",1.1266829828302558,-96.4746610288154,-0.1
"[2300.0, 78779600.0, 0.5, 7000000, 0.8, 0.8, 300]",0.939611142059234,-62.02659595902837,-43.485542701767905
"[15300000.0, 689157900000.0, 400, 9000000, 0.7, 0.6, 50]",0.0,0.9480796920510318,15.13508091961485
"[1600000.0, 64488000000.0, 70, 9000000, 0.6, 0.6, 342]",-0.1,2.770515688616787,34.31951836488593
"[1600000.0, 55251200000.0, 70, 8000000, 0.6, 0.6, 250]",-0.1,16.368200808849032,0.0
"[2300.0, 78779600.0, 0.5, 9000000, 0.8, 0.7, 300]",1.3075137194201605,-41.45722518953973,0.0
"[480000.0, 5008800000.0, 10, 9000000, 0.8, 0.8, 150]",0.0,12.568690694922292,0.6619144506754552
"[1000.0, 25346000.0, 1, 8000000, 0.7, 0.8, 100]",0.9181940949011603,-175.05156555764074,-187.73712095727197
"[480000.0, 5008800000.0, 10, 9000000, 0.6, 0.7, 150]",0.016546870429739242,8.221010721980864,0.0
"[1000.0, 25346000.0, 1, 9000000, 0.8, 0.8, 342]",2.3899663442876142,-130.88264182886198,-206.70429370297606
"[1000.0, 25346000.0, 1, 7000000, 0.6, 0.7, 250]",1.2540927157600525,-102.9589660522386,0.0
"[15300000.0, 689157900000.0, 400, 9000000, 0.7, 0.6, 100]",0.0,0.944631569162932,20.205944677740884
"[1600000.0, 64488000000.0, 70, 9000000, 0.7, 0.8, 200]",0.0,0.9206908683246023,16.48305542753915
"[1000.0, 25346000.0, 1, 7000000, 0.8, 0.6, 300]",1.2456861712706215,-66.89027618799766,0.0
"[1600000.0, 55251200000.0, 70, 7000000, 0.6, 0.7, 150]",0.0,17.58684458490323,0.0
